Days,Date,Total BTC,Market Cap,Count,Blocks last 24h,Blocks avg. per hour,Difficulty,Next Difficulty,Network Hashrate Terahashs,Network Hashrate PetaFLOPS,Price,Open,High,Low,Vol.,Change %
1740,2018-11-03,16522800,1.06E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6386.2,6424.5,6429.5,6346.2,112840,-0.6
1741,2018-11-05,16522800,1.06E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6459.7,6478.2,6489.2,6431.7,128510,-0.29
1742,2018-11-06,16522800,1.45E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6502.8,6460.4,6509.6,6441.6,154870,0.67
1743,2018-11-07,16522800,1.07E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6565.3,6503.1,6594.3,6502,170760,0.96
1744,2018-11-08,16522800,1.06E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6474,6565.3,6577.3,6466.3,159300,-1.39
1745,2018-11-09,16522800,1.05E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6412,6473.8,6496.1,6390,151600,-0.96
1746,2018-11-10,16522800,1.05E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6427.1,6411.9,6461.7,6411.7,115870,0.24
1747,2018-11-11,16522800,1.05E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6446.1,6427.1,6451.7,6359,127400,0.3
1748,2018-11-12,16522800,1.05E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6435,6445,6475.9,6409.4,130160,-0.17
1749,2018-11-13,16522800,1.03E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,6429.2,6435,6466.8,6386.7,137600,-0.09
1750,2018-11-14,16522800,92484720720,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5842.4,6428.9,6453.3,5619.2,438210,-9.13
1751,2018-11-15,16522800,91912866612,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5718.9,5854,5878.5,5384.1,375860,-2.11
1752,2018-11-16,16522800,91117128564,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5636.2,5723.5,5747.7,5539.7,224120,-1.45
1753,2018-11-17,16522800,92233574160,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5621.8,5636.2,5645.5,5561.4,156510,-0.26
1754,2018-11-18,16522800,91883290800,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5658.3,5621,5727.9,5615.5,158680,0.65
1755,2018-11-19,16522800,1.35E+11,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4883.8,5660.4,5662.5,4831.1,478260,-13.69
1756,2018-11-20,16522800,71904416724,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4524.6,4883.6,5013.4,4272.3,714080,-7.36
1757,2018-11-21,16522800,75068037240,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4638.7,4523,4743.7,4393,412740,2.52
1758,2018-11-22,16522800,70532528640,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4356,4646.4,4695.7,4346.7,261850,-6.09
1759,2018-11-23,16522800,72292206840,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4398,4360.9,4455.6,4223.7,348990,0.96
1760,2018-11-24,16522800,62598280080,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3920.4,4397.3,4494.6,3821.5,382720,-10.86
1761,2018-11-25,16522800,65017383228,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4062.2,3920.3,4198.4,3634.2,619950,3.62
1762,2018-11-26,16522800,64280615053,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3837,4061,4179,3679.8,571040,-5.54
1763,2018-11-27,16522800,62427599556,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3866.5,3840.3,3920.6,3687.8,457270,0.77
1764,2018-11-28,16522800,69638314704,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4265.4,3866.4,4391.8,3866.4,533040,10.32
1765,2018-11-29,16522800,70178445036,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4296.5,4265.5,4440.1,4140.6,414460,0.73
1766,2018-11-30,16522800,67521430091,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4039.7,4296.8,4340.6,3954.5,444520,-5.98
1767,2018-12-01,16522800,68388364884,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4196.2,4038.7,4299.1,3967.1,316300,3.87
1768,2018-12-02,16522800,67612784652,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4160.4,4196.2,4316.1,4105.3,298630,-0.85
1769,2018-12-03,16522800,63365103228,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3897.8,4160.3,4177,3839.9,355100,-6.31
1770,2018-12-04,16522800,64469156724,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3958.5,3899.9,4082.9,3809.3,326710,1.56
1771,2018-12-05,16522800,62917880600,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3771.6,3958.1,3974.1,3765.2,341600,-4.72
1772,2018-12-06,16522800,59254181020,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3508.6,3771.4,3887.2,3505.7,467540,-6.97
1773,2018-12-07,16522800,55935956664,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3422.2,3508.9,3626.6,3251.8,639330,-2.46
1774,2018-12-08,16522800,58439805253,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3430.4,3422.3,3507.7,3302.9,424400,0.24
1775,2018-12-09,16522800,58517313708,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3567.5,3430.3,3677.6,3424.2,327930,4
1776,2018-12-10,16522800,56308711032,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3460.5,3566.9,3622.4,3412.7,394490,-3
1777,2018-12-11,16522800,55344770880,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3407.7,3460.4,3485.9,3349.9,418530,-1.53
1778,2018-12-12,16522800,57555521520,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3466.1,3390.2,3510.2,3379.4,391170,1.72
1779,2018-12-13,16522800,53946942000,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3315.3,3466.2,3474.4,3284.8,435890,-4.35
1780,2018-12-14,16522800,52802077188,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3247.8,3315.4,3336.6,3199.1,445560,-2.04
1781,2018-12-15,16522800,52580506440,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3228.7,3247.8,3282.3,3177,332950,-0.59
1782,2018-12-16,16522800,52744412616,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3247.9,3228.6,3305,3225.9,335690,0.6
1783,2018-12-17,16522800,57779735916,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3526.1,3248.3,3597.4,3243.1,534780,8.57
1784,2018-12-18,16522800,60561844980,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3668,3526,3683.1,3456.9,698530,4.02
1785,2018-12-19,16522800,60819931116,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3687.1,3668.1,3924.7,3647.5,792400,0.52
1786,2018-12-20,16522800,67332227508,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4076,3687.2,4140.3,3665.8,958580,10.55
1787,2018-12-21,16522800,63420619836,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3850.9,4075.2,4153.1,3786.9,748760,-5.52
1788,2018-12-22,16522800,68793057824,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3964.4,3850.9,3977.2,3803.7,554590,2.95
1789,2018-12-23,16522800,66046588440,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3944.4,3964.3,4037.1,3904.6,572210,-0.5
1790,2018-12-24,16522800,66662062740,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4026.1,3944.5,4208.2,3941.9,716290,2.07
1791,2018-12-25,16522800,62372743860,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3762.5,4025.6,4030.7,3676.5,670940,-6.55
1792,2018-12-26,16522800,62935510428,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3793.7,3762.8,3841.9,3680.3,567110,0.83
1793,2018-12-27,16522800,59258526516,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3586.9,3793.4,3822.6,3560.8,543440,-5.45
1794,2018-12-28,16522800,66028413360,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3861.6,3587.1,3900.3,3565.5,565240,7.66
1795,2018-12-31,16522800,63873427170,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3709.4,3815.1,3819.6,3658.8,545830,-2.77
1796,2019-01-01,16522800,62992844544,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3809.4,3709.5,3814.3,3664.4,469110,2.69
1797,2019-01-02,16522800,64229080440,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3873.8,3809.7,3894.8,3768.1,554470,1.69
1798,2019-01-03,16522800,62542928700,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3780.1,3874.1,3875.8,3753,450320,-2.42
1799,2019-01-04,16522800,63130644696,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3802.7,3780.5,3823.9,3720,488700,0.6
1800,2019-01-05,16522800,65280227930,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3785.4,3802.8,3846.7,3769,468450,-0.46
1801,2019-01-06,16522800,66819855480,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4004.1,3785.7,4034.1,3758.5,529890,5.78
1802,2019-01-07,16522800,66189841116,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3985.9,4004.3,4028,3945.5,500880,-0.45
1803,2019-01-08,16522800,65973888120,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3971,3985.8,4070.5,3943.1,514080,-0.37
1804,2019-01-09,16522800,66102435504,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3978,3971,4014.2,3957.5,473420,0.17
1805,2019-01-10,16522800,59006223360,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3603.7,3978.9,4007.7,3562.1,697310,-9.41
1806,2019-01-11,16522800,59991147468,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3616.5,3603.3,3655.7,3563.1,551640,0.35
1807,2019-01-12,16522800,59733391788,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3597.2,3616.6,3633.9,3561.3,435060,-0.53
1808,2019-01-13,16522800,57956034192,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3490.2,3597.3,3617.6,3473.2,452790,-2.98
1809,2019-01-14,16522800,60563332032,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3638.1,3490.4,3672,3490.4,539930,4.24
1810,2019-01-15,16522800,59098420584,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3571.3,3637.5,3660.8,3545.7,544850,-1.84
1811,2019-01-16,16522800,60744421920,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3588,3570.6,3644.1,3561.4,487340,0.47
1812,2019-01-17,16522800,60139687440,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3626.4,3588.1,3636.7,3554.8,525100,1.07
1813,2019-01-18,16522800,59590139112,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3605.6,3626.3,3627.9,3575.7,488160,-0.57
1814,2019-01-19,16522800,60926337948,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3677.8,3605.8,3715.2,3604.1,537060,2
1815,2019-01-20,16522800,58346137500,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3542.3,3676.2,3699.1,3503.9,563310,-3.68
1816,2019-01-21,16522800,58381661520,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3536.7,3542.7,3561.4,3505.4,394170,-0.16
1817,2019-01-22,16522800,59009693148,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3580.1,3536.9,3607.9,3465.2,447700,1.23
1818,2019-01-23,16522800,58771930056,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3561.5,3580.1,3608.3,3532.8,445870,-0.52
1819,2019-01-24,16522800,59003744940,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3574.3,3561.4,3587,3539.7,428600,0.36
1820,2019-01-25,16522800,58821168000,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3572,3574.3,3582.6,3542.2,448890,-0.06
1821,2019-01-26,16522800,59679510937,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3570.9,3572,3652.5,3556.1,432550,-0.03
1822,2019-01-27,16522800,59084376204,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3555.6,3570.9,3583.2,3509.2,464020,-0.43
1823,2019-01-28,16522800,56689726800,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3442.8,3555.8,3561.2,3395.7,620850,-3.17
1824,2019-01-29,16522800,56010309264,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3414.8,3442.8,3450.1,3368.2,585460,-0.81
1825,2019-01-30,16522800,56757470280,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3460,3414.6,3479,3394.2,600250,1.32
1826,2019-01-31,16522800,56417926740,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3437.2,3460,3484.7,3427,477070,-0.66
1827,2019-02-01,16522800,56778123780,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3467.9,3437.7,3485.7,3415.3,481580,0.9
1828,2019-02-02,16522800,58637797966,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3502.5,3467.9,3514.5,3447.8,443600,1
1829,2019-02-03,16522800,56456755320,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3459.1,3502.3,3507.8,3431.3,451660,-1.24
1830,2019-02-04,16522800,56412143760,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3462.8,3459,3479.7,3437.1,503920,0.11
1831,2019-02-05,16522800,57754373418,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3468.4,3463,3485.9,3450.3,460950,0.16
1832,2019-02-06,16522800,55602526560,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3404.3,3468.5,3478,3383.9,514210,-1.85
1833,2019-02-07,16522800,55470344160,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3397.7,3404.9,3421.8,3390.3,471360,-0.2
1834,2019-02-08,16522800,59482080000,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3661.7,3397.3,3721.1,3382.5,699230,7.77
1835,2019-02-09,16522800,59931334932,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3661.4,3661.6,3675.3,3633.2,454800,-0.01
1836,2019-02-10,16522800,60209248428,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3679,3661,3680.6,3617.1,501900,0.48
1837,2019-02-11,16522800,59330070240,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3631.8,3678.8,3681.1,3623.8,517280,-1.28
1838,2019-02-12,16522800,59270918616,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3632,3631.8,3656.4,3594.4,545820,0.01
1839,2019-02-13,16522800,59069175228,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3611.5,3632,3663.5,3599.2,558020,-0.56
1840,2019-02-14,16522800,58807784532,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3592.6,3611.5,3624.5,3580.2,498140,-0.52
1841,2019-02-15,16522800,58929557568,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3604.7,3592.6,3648.3,3581.4,516210,0.34
1842,2019-02-16,16522800,60567280981,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3616.8,3604.7,3641.9,3599.7,485630,0.34
1843,2019-02-17,16522800,61415594579,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3664.2,3616.8,3689.9,3607.9,580510,1.31
1844,2019-02-18,16522800,63927539340,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3896,3664.2,3903.7,3655.1,933150,6.33
1845,2019-02-19,16522800,64286414556,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3914.3,3896.4,3993.8,3863.7,1440000,0.47
1846,2019-02-20,16522800,65131225320,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3972.4,3914.3,3983.6,3881.2,698010,1.48
1847,2019-02-21,16522800,64364732628,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3936.6,3972,4011.5,3909.2,668160,-0.9
1848,2019-02-22,16522800,65233170996,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3965.2,3937.4,3983.1,3931.7,649550,0.73
1849,2019-02-23,16522800,69594033600,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4120.4,3965.2,4152.6,3939.4,727850,3.91
1850,2019-02-24,16522800,61791967440,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3755.2,4120.5,4194.2,3738.7,977780,-8.86
1851,2019-02-25,16522800,64825553520,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3833.7,3755.7,3870.7,3753.8,765870,2.09
1852,2019-02-26,16522800,62785648632,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3810.3,3833.5,3845.5,3775,2090000,-0.61
1853,2019-02-27,16522800,62728810200,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3814.6,3810.3,3836.4,3701.9,2820000,0.11
1854,2019-02-28,16522800,62593158012,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3816.6,3814.6,3883.7,3783.3,2310000,0.05
1855,2019-03-01,16522800,62845791624,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3821.9,3816.7,3855.8,3816.4,1740000,0.14
1856,2019-03-02,16522800,62792092524,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3823.1,3821.9,3843.2,3783.6,1610000,0.03
1857,2019-03-03,16522800,62585061840,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3809.5,3823.2,3836.6,3789.7,1510000,-0.36
1858,2019-03-04,16522800,61112054220,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3715.9,3809.7,3828.4,3681.8,2850000,-2.45
1859,2019-03-05,16522800,63527357124,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3857.2,3715.9,3873.2,3705.7,3820000,3.8
1860,2019-03-06,16522800,63545036520,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3863,3857.2,3887.3,3816.7,2520000,0.15
1861,2019-03-07,16522800,65173837621,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3875.1,3863.1,3907.4,3847.9,2600000,0.32
1862,2019-03-08,16522800,63495468120,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3865.9,3875.1,3929,3810.7,2960000,-0.24
1863,2019-03-09,16522800,66345651120,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3944.3,3865.6,3964,3859.7,2480000,2.03
1864,2019-03-10,16522800,63638059884,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3915.2,3944.4,3944.5,3889.2,1890000,-0.74
1865,2019-03-11,16522800,63908703348,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3870.3,3915.2,3935.5,3842.4,3190000,-1.15
1866,2019-03-12,16522800,63640868760,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3886,3870.3,3900.1,3817.1,2900000,0.41
1867,2019-03-13,16522800,63691593756,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3865.1,3885.9,3894.7,3847.4,2280000,-0.54
1868,2019-03-14,16522800,64402569840,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3879,3865.1,3914.7,3828.4,2860000,0.36
1869,2019-03-15,16522800,65833940004,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3924.3,3879,3935.7,3874.8,3110000,1.17
1870,2019-03-16,16522800,75947380656,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4006.4,3924.4,4050.6,3923.7,3460000,2.09
1871,2019-03-17,16522800,65678130000,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3981.5,4006.4,4009.8,3956.3,1870000,-0.62
1872,2019-03-18,16522800,66001976880,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3990.2,3981.5,4032.3,3958.5,2620000,0.22
1873,2019-03-19,16522800,66559951836,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4017,3990.2,4029.9,3972.4,2990000,0.67
1874,2019-03-20,16522800,65646736680,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4041.2,4017,4050,3985.3,3180000,0.6
1875,2019-03-21,16522800,66566313114,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3982.2,4041.2,4064,3923.8,3880000,-1.46
1876,2019-03-22,16522800,65683912980,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3990.4,3982.2,4005.7,3971.8,2830000,0.21
1877,2019-03-23,16522800,65521659084,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4002.5,3990.4,4018.2,3980.8,2.00E+06,0.3
1878,2019-03-24,16522800,64443381156,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3994.7,4002.6,4005.7,3967,2040000,-0.2
1879,2019-03-25,16522800,64641985212,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3937,3994.8,4000.5,3897.9,2860000,-1.44
1880,2019-03-26,16522800,66295256580,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,3942.8,3937.1,3950.7,3899.9,2530000,0.15
1881,2019-03-27,16522800,66216112368,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4041.7,3942.8,4043.3,3936.2,2780000,2.51
1882,2019-03-28,16522800,67406414880,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4025.6,4041.7,4041.7,4008.4,2110000,-0.4
1883,2019-03-29,16522800,67440121392,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4102.2,4025.7,4123.1,4022.6,3300000,1.9
1884,2019-03-30,16522800,67609645320,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4111.8,4103.7,4138.1,4057.1,2550000,0.23
1885,2019-03-31,16522800,68420914800,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4102.3,4111.8,4121.9,4082.2,2430000,-0.23
1886,2019-04-01,16522800,79575291852,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4145.1,4102.3,4159.1,4076.8,3220000,1.04
1887,2019-04-02,16522800,84271236840,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4859.3,4145.1,4899.6,4143.5,14770000,17.23
1888,2019-04-03,16522800,80665416628,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4968.7,4859.3,5278.4,4814,13830000,2.25
1889,2019-04-04,16522800,83048714868,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,4902.4,4968.7,5042.5,4789.2,1050000,-1.33
1890,2019-04-05,16522800,83507916526,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5010.2,4902.5,5029.4,4888.3,851720,2.2
1891,2019-04-06,16522800,85528621920,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5046.2,5010,5198.4,4947.9,952180,0.72
1892,2019-04-07,16522800,87104731812,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5173.6,5046.1,5219.5,5033.7,841270,2.53
1893,2019-04-08,16522800,85740576398,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5245.2,5173.5,5300.6,5060.5,928230,1.38
1894,2019-04-09,16522800,87451049700,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5158.4,5245,5245.9,5095.2,784620,-1.65
1895,2019-04-10,16522800,83555799600,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5307.8,5158.4,5404.1,5142.9,837510,2.89
1896,2019-04-11,16522800,84072137100,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5022.6,5307.7,5337,4948,943490,-5.37
1897,2019-04-12,16522800,85500533160,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5054.2,5022.7,5080.5,4889.2,779140,0.63
1898,2019-04-13,16522800,85414614600,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5051.8,5054.2,5093.4,5011.6,577160,-0.05
1899,2019-04-14,16522800,83210473080,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5134.8,5052,5153.5,5010.7,566380,1.64
1900,2019-04-15,16522800,85838754876,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5032.3,5135.1,5168,4964.2,688200,-2
1901,2019-04-16,16522800,86250337824,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5180.9,5031.4,5198.4,5014.4,631050,2.95
1902,2019-04-17,16522800,87253602240,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5208.3,5182.1,5230.9,5165.5,806520,0.53
1903,2019-04-18,16522800,87165866172,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5264.7,5208.3,5293.1,5205,727970,1.08
1904,2019-04-19,16522800,87437005320,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5241,5264.8,5282.4,5192.1,787090,-0.45
1905,2019-04-20,16522800,87380662572,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5290.2,5241,5327,5240.2,782320,0.94
1906,2019-04-21,16522800,89231381400,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5243.5,5290.2,5308.2,5189.8,811410,-0.88
1907,2019-04-22,16522800,91876681680,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5346.7,5248.2,5370.2,5170.2,920770,1.97
1908,2019-04-23,16522800,90029746573,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5511.6,5346.5,5594.4,5291.4,9.00E+05,3.08
1909,2019-04-24,16522800,84733875240,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5415.6,5511.2,5589.6,5346.8,994040,-1.74
1910,2019-04-25,16522800,85033598832,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5209.1,5415.6,5528.2,5137.4,955360,-3.81
1911,2019-04-26,16522800,89408307542,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5298.3,5209.2,5469.3,5159.3,1030000,1.71
1912,2019-04-27,16522800,85156858920,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5265.9,5298.2,5318.1,5225.4,833130,-0.61
1913,2019-04-28,16522800,84514122000,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5302.3,5265.7,5332.5,5234.4,681410,0.69
1914,2019-04-29,16522800,87304822920,481823,0,0,9.23E+11,8.88E+11,6354668.57,80704290.84,5235,5302.4,5322.9,5188.9,775820,-1.27
